dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j10,PSP104.SCH,solver_3,feasible,32,1601.0,2.00,8,42,120,true,"0, 1, 0, 4, 0, 14, 8, 21, 14, 22"
sm_j10,PSP105.SCH,solver_3,feasible,20,1601.1,2.00,8,42,120,true,"4, 0, 7, 0, 3, 8, 7, 8, 8, 14"
sm_j10,PSP106.SCH,solver_3,feasible,46,1600.4,2.00,8,42,120,true,"10, 19, 0, 20, 10, 13, 27, 37, 37, 27"
sm_j10,PSP107.SCH,solver_3,feasible,32,1600.3,2.00,8,42,120,true,"0, 0, 0, 14, 10, 4, 5, 23, 23, 31"
sm_j10,PSP109.SCH,solver_3,feasible,31,1600.6,2.00,8,42,120,true,"0, 8, 24, 17, 21, 28, 8, 24, 8, 21"
sm_j10,PSP110.SCH,solver_3,feasible,40,1601.3,2.00,8,42,120,true,"22, 0, 8, 16, 0, 27, 8, 22, 34, 16"
sm_j10,PSP119.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
sm_j10,PSP111.SCH,solver_3,feasible,26,1601.0,2.00,8,42,120,true,"0, 1, 0, 14, 5, 20, 7, 14, 7, 19"
sm_j10,PSP113.SCH,solver_3,feasible,23,1601.0,2.00,8,42,120,true,"0, 0, 0, 9, 10, 5, 9, 13, 13, 9"
sm_j10,PSP114.SCH,solver_3,feasible,29,1602.3,2.00,8,42,120,true,"0, 0, 0, 5, 0, 10, 20, 10, 10, 19"
sm_j10,PSP115.SCH,solver_3,feasible,29,1600.4,2.00,8,42,120,true,"0, 0, 7, 13, 6, 1, 18, 19, 26, 19"
sm_j10,PSP116.SCH,solver_3,feasible,17,1600.8,2.00,8,42,120,true,"0, 1, 6, 1, 2, 13, 8, 2, 2, 6"
sm_j10,PSP117.SCH,solver_3,feasible,27,1600.3,2.00,8,42,120,true,"0, 12, 0, 0, 8, 14, 26, 22, 14, 14"
sm_j10,PSP118.SCH,solver_3,feasible,30,1601.1,2.00,8,42,120,true,"0, 0, 0, 4, 11, 14, 0, 4, 21, 28"
sm_j10,PSP120.SCH,solver_3,feasible,33,1600.2,2.00,8,42,120,true,"0, 8, 15, 0, 9, 29, 27, 19, 17, 10"
sm_j10,PSP121.SCH,solver_3,feasible,56,1602.1,2.00,8,42,120,true,"18, 29, 0, 7, 25, 13, 46, 51, 31, 39"
sm_j10,PSP122.SCH,solver_3,feasible,47,1600.2,2.00,8,42,120,true,"10, 20, 10, 0, 43, 29, 44, 31, 38, 31"
sm_j10,PSP123.SCH,solver_3,feasible,54,1601.1,2.00,8,42,120,true,"10, 32, 0, 26, 19, 19, 35, 27, 49, 42"
sm_j10,PSP124.SCH,solver_3,feasible,41,1602.1,2.00,8,42,120,true,"8, 20, 29, 0, 11, 20, 13, 32, 21, 32"
sm_j10,PSP125.SCH,solver_3,feasible,57,1600.2,2.00,8,42,120,true,"0, 19, 10, 25, 23, 33, 19, 48, 32, 38"
sm_j10,PSP126.SCH,solver_3,feasible,51,1600.6,2.00,8,42,120,true,"29, 18, 0, 10, 24, 29, 38, 43, 32, 48"
sm_j10,PSP127.SCH,solver_3,feasible,44,1601.4,2.00,8,42,120,true,"0, 40, 20, 9, 25, 2, 10, 25, 34, 43"
sm_j10,PSP128.SCH,solver_3,feasible,45,1602.4,2.00,8,42,120,true,"0, 10, 10, 20, 10, 28, 20, 43, 36, 36"
sm_j10,PSP129.SCH,solver_3,feasible,49,1601.4,2.00,8,42,120,true,"5, 5, 0, 16, 11, 25, 43, 35, 26, 48"
sm_j10,PSP130.SCH,solver_3,feasible,42,1600.9,2.00,8,42,120,true,"0, 7, 18, 21, 10, 21, 39, 26, 33, 26"
sm_j10,PSP131.SCH,solver_3,feasible,30,1601.7,2.00,8,42,120,true,"0, 0, 25, 10, 14, 26, 26, 9, 16, 26"
sm_j10,PSP132.SCH,solver_3,feasible,33,1600.4,2.00,8,42,120,true,"5, 0, 9, 0, 9, 13, 18, 28, 28, 18"
sm_j10,PSP133.SCH,solver_3,feasible,28,1601.9,2.00,8,42,120,true,"0, 3, 8, 3, 17, 22, 11, 10, 20, 16"
sm_j10,PSP134.SCH,solver_3,feasible,25,1600.7,2.00,8,42,120,true,"0, 0, 12, 8, 0, 7, 7, 14, 4, 22"
sm_j10,PSP135.SCH,solver_3,feasible,49,1602.0,2.00,8,42,120,true,"0, 0, 10, 26, 16, 39, 42, 26, 32, 5"
sm_j10,PSP136.SCH,solver_3,feasible,43,1600.1,2.00,8,42,120,true,"35, 0, 10, 30, 18, 24, 18, 36, 31, 30"
sm_j10,PSP137.SCH,solver_3,feasible,43,1600.7,2.00,8,42,120,true,"0, 7, 8, 31, 38, 8, 17, 21, 39, 41"
sm_j10,PSP145.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
sm_j10,PSP138.SCH,solver_3,feasible,40,1600.9,2.00,8,42,120,true,"0, 0, 17, 7, 7, 8, 26, 23, 30, 17"
sm_j10,PSP139.SCH,solver_3,feasible,50,1601.1,2.00,8,42,120,true,"2, 0, 0, 2, 7, 40, 22, 16, 16, 30"
sm_j10,PSP140.SCH,solver_3,feasible,35,1600.6,2.00,8,42,120,true,"0, 9, 0, 9, 0, 16, 22, 28, 32, 22"
sm_j10,PSP141.SCH,solver_3,feasible,26,1601.8,2.00,8,42,120,true,"7, 0, 14, 9, 0, 9, 17, 14, 16, 22"
sm_j10,PSP142.SCH,solver_3,feasible,28,1602.0,2.00,8,42,120,true,"0, 0, 6, 8, 8, 0, 24, 4, 18, 18"
sm_j10,PSP143.SCH,solver_3,feasible,27,1600.8,2.00,8,42,120,true,"0, 7, 0, 6, 0, 12, 12, 24, 19, 19"
sm_j10,PSP144.SCH,solver_3,feasible,17,1600.5,2.00,8,42,120,true,"0, 0, 4, 12, 2, 0, 15, 12, 4, 8"
sm_j10,PSP146.SCH,solver_3,feasible,25,1600.6,2.00,8,42,120,true,"0, 3, 0, 8, 0, 10, 3, 16, 9, 23"
sm_j10,PSP147.SCH,solver_3,feasible,29,1600.3,2.00,8,42,120,true,"0, 0, 0, 8, 10, 4, 26, 4, 16, 10"
sm_j10,PSP148.SCH,solver_3,feasible,38,1601.1,2.00,8,42,120,true,"0, 0, 16, 0, 16, 10, 35, 37, 31, 24"
sm_j10,PSP149.SCH,solver_3,feasible,20,1601.1,2.00,8,42,120,true,"0, 5, 4, 0, 0, 8, 6, 16, 13, 7"
sm_j10,PSP150.SCH,solver_3,feasible,24,1600.2,2.00,8,42,120,true,"0, 0, 0, 6, 6, 20, 17, 15, 1, 9"
sm_j10,PSP151.SCH,solver_3,feasible,74,1600.3,2.00,8,42,120,true,"22, 38, 0, 47, 25, 15, 9, 28, 57, 66"
sm_j10,PSP152.SCH,solver_3,feasible,49,1601.8,2.00,8,42,120,true,"28, 0, 4, 44, 42, 14, 19, 36, 46, 48"
sm_j10,PSP153.SCH,solver_3,feasible,53,1601.5,2.00,8,42,120,true,"18, 23, 0, 6, 13, 27, 36, 51, 37, 44"
sm_j10,PSP154.SCH,solver_3,feasible,40,1600.2,2.00,8,42,120,true,"24, 0, 11, 25, 18, 22, 8, 26, 39, 32"
sm_j10,PSP155.SCH,solver_3,feasible,49,1601.8,2.00,8,42,120,true,"23, 9, 10, 0, 11, 36, 42, 18, 27, 47"
sm_j10,PSP156.SCH,solver_3,feasible,62,1600.4,2.00,8,42,120,true,"37, 7, 0, 35, 15, 20, 32, 29, 46, 54"
sm_j10,PSP157.SCH,solver_3,feasible,61,1601.2,2.00,8,42,120,true,"8, 22, 0, 21, 16, 28, 54, 58, 34, 44"
sm_j10,PSP158.SCH,solver_3,feasible,59,1600.7,2.00,8,42,120,true,"9, 57, 20, 18, 0, 46, 32, 30, 53, 38"
sm_j10,PSP159.SCH,solver_3,feasible,57,1601.3,2.00,8,42,120,true,"51, 20, 0, 10, 39, 29, 56, 32, 52, 41"
sm_j10,PSP160.SCH,solver_3,feasible,59,1600.4,2.00,8,42,120,true,"14, 0, 17, 53, 9, 18, 28, 54, 38, 46"
sm_j10,PSP161.SCH,solver_3,feasible,30,1601.3,2.00,8,42,120,true,"0, 5, 2, 0, 9, 12, 5, 27, 21, 17"
sm_j10,PSP169.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
sm_j10,PSP162.SCH,solver_3,feasible,39,1601.2,2.00,8,42,120,true,"3, 7, 0, 0, 9, 13, 33, 26, 35, 17"
sm_j10,PSP163.SCH,solver_3,feasible,53,1600.7,2.00,8,42,120,true,"8, 8, 12, 0, 29, 29, 35, 43, 45, 21"
sm_j10,PSP164.SCH,solver_3,feasible,60,1600.4,2.00,8,42,120,true,"6, 7, 20, 0, 30, 20, 15, 33, 40, 50"
sm_j10,PSP165.SCH,solver_3,feasible,37,1600.8,2.00,8,42,120,true,"0, 0, 15, 17, 10, 32, 35, 10, 27, 27"
sm_j10,PSP166.SCH,solver_3,feasible,31,1600.8,2.00,8,42,120,true,"12, 5, 0, 5, 0, 10, 12, 16, 20, 21"
sm_j10,PSP167.SCH,solver_3,feasible,46,1600.8,2.00,8,42,120,true,"0, 8, 9, 14, 0, 14, 30, 20, 45, 38"
sm_j10,PSP168.SCH,solver_3,feasible,49,1601.6,2.00,8,42,120,true,"12, 0, 2, 5, 12, 19, 38, 17, 29, 45"
sm_j10,PSP170.SCH,solver_3,feasible,64,1600.8,2.00,8,42,120,true,"0, 16, 0, 7, 23, 28, 38, 38, 48, 57"
sm_j10,PSP171.SCH,solver_3,feasible,17,1600.5,2.00,8,42,120,true,"0, 0, 0, 4, 6, 10, 13, 11, 11, 8"
sm_j10,PSP172.SCH,solver_3,feasible,26,1600.7,2.00,8,42,120,true,"0, 9, 0, 0, 4, 8, 16, 16, 14, 18"
sm_j10,PSP173.SCH,solver_3,feasible,18,1600.5,2.00,8,42,120,true,"0, 0, 4, 4, 2, 12, 15, 11, 7, 17"
sm_j10,PSP174.SCH,solver_3,feasible,25,1600.8,2.00,8,42,120,true,"0, 1, 0, 0, 10, 9, 10, 19, 19, 23"
sm_j10,PSP175.SCH,solver_3,feasible,16,1601.8,2.00,8,42,120,true,"2, 0, 4, 0, 13, 5, 4, 8, 8, 13"
sm_j10,PSP176.SCH,solver_3,feasible,41,1602.3,2.00,8,42,120,true,"9, 0, 16, 24, 16, 14, 32, 26, 26, 30"
sm_j10,PSP177.SCH,solver_3,feasible,28,1600.4,2.00,8,42,120,true,"0, 0, 19, 10, 0, 14, 10, 19, 21, 25"
sm_j10,PSP178.SCH,solver_3,feasible,36,1601.0,2.00,8,42,120,true,"9, 0, 6, 0, 14, 15, 9, 22, 26, 25"
sm_j10,PSP179.SCH,solver_3,feasible,24,1600.7,2.00,8,42,120,true,"4, 2, 0, 0, 8, 9, 14, 17, 14, 10"
sm_j10,PSP180.SCH,solver_3,feasible,43,1600.8,2.00,8,42,120,true,"10, 9, 18, 12, 27, 34, 18, 37, 0, 27"
sm_j10,PSP181.SCH,solver_3,feasible,39,1600.6,2.00,8,42,120,true,"25, 0, 0, 16, 9, 8, 23, 16, 25, 35"
sm_j10,PSP182.SCH,solver_3,feasible,27,1601.3,2.00,8,42,120,true,"0, 7, 12, 5, 9, 2, 16, 2, 24, 16"
sm_j10,PSP183.SCH,solver_3,feasible,40,1603.2,2.00,8,42,120,true,"10, 0, 31, 31, 16, 23, 19, 34, 32, 19"
sm_j10,PSP184.SCH,solver_3,feasible,35,1601.9,2.00,8,42,120,true,"0, 25, 14, 6, 11, 4, 18, 14, 19, 25"
sm_j10,PSP185.SCH,solver_3,feasible,29,1600.9,2.00,8,42,120,true,"3, 15, 22, 0, 8, 23, 5, 8, 26, 23"
sm_j10,PSP186.SCH,solver_3,feasible,28,1600.7,2.00,8,42,120,true,"6, 0, 0, 0, 2, 25, 11, 6, 20, 11"
sm_j10,PSP187.SCH,solver_3,feasible,48,1600.8,2.00,8,42,120,true,"0, 0, 25, 17, 8, 17, 35, 25, 0, 43"
sm_j10,PSP195.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
sm_j10,PSP196.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
