dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j20,PSP57.SCH,solver_topological,feasible,52,0.5,,8,,,true,"0, 43, 6, 16, 16, 7, 0, 0, 9, 13, 29, 27, 26, 16, 26, 21, 30, 34, 30, 30"
sm_j20,PSP58.SCH,solver_topological,feasible,56,0.6,,8,,,true,"7, 0, 2, 0, 0, 48, 11, 17, 0, 42, 51, 51, 24, 18, 27, 34, 34, 34, 42, 9"
sm_j20,PSP59.SCH,solver_topological,feasible,45,0.6,,8,,,true,"1, 3, 6, 1, 1, 13, 31, 0, 22, 11, 18, 6, 23, 0, 11, 38, 0, 16, 6, 18"
sm_j20,PSP60.SCH,solver_topological,feasible,32,0.7,,8,,,true,"7, 0, 2, 7, 7, 2, 26, 0, 14, 20, 0, 16, 23, 16, 29, 14, 16, 7, 9, 9"
sm_j20,PSP62.SCH,solver_topological,feasible,121,0.9,,8,,,true,"10, 22, 4, 0, 81, 104, 48, 56, 90, 73, 79, 46, 113, 98, 23, 40, 95, 30, 12, 64"
sm_j20,PSP63.SCH,solver_topological,feasible,85,0.8,,8,,,true,"13, 9, 4, 6, 14, 46, 22, 16, 64, 31, 0, 40, 74, 69, 34, 59, 35, 51, 84, 43"
sm_j20,PSP64.SCH,solver_topological,feasible,84,0.7,,8,,,true,"13, 3, 7, 11, 33, 64, 74, 54, 14, 49, 0, 42, 21, 40, 58, 1, 31, 82, 80, 45"
sm_j20,PSP65.SCH,solver_topological,feasible,98,0.9,,8,,,true,"43, 45, 5, 6, 23, 26, 42, 32, 24, 16, 55, 96, 59, 97, 70, 0, 73, 82, 63, 91"
sm_j20,PSP67.SCH,solver_topological,feasible,92,0.8,,8,,,true,"8, 0, 19, 6, 19, 11, 29, 30, 4, 38, 60, 42, 44, 68, 58, 76, 66, 50, 59, 86"
sm_j20,PSP66.SCH,solver_topological,feasible,122,1.0,,8,,,true,"44, 8, 55, 15, 35, 63, 22, 53, 90, 99, 113, 75, 84, 29, 103, 0, 72, 118, 87, 74"
sm_j20,PSP61.SCH,solver_topological,feasible,107,3.7,,8,,,true,"77, 37, 7, 4, 14, 24, 41, 2, 29, 96, 83, 53, 99, 75, 0, 58, 87, 65, 73, 43"
sm_j20,PSP68.SCH,solver_topological,feasible,86,0.7,,8,,,true,"15, 12, 29, 34, 14, 12, 6, 35, 51, 62, 78, 58, 0, 81, 21, 76, 42, 22, 47, 66"
sm_j20,PSP69.SCH,solver_topological,feasible,116,0.9,,8,,,true,"23, 0, 7, 11, 53, 94, 75, 58, 67, 42, 103, 92, 99, 50, 13, 30, 43, 113, 83, 32"
sm_j20,PSP71.SCH,solver_topological,feasible,62,0.8,,8,,,true,"25, 8, 16, 2, 0, 16, 0, 10, 37, 36, 33, 46, 26, 42, 33, 55, 0, 4, 51, 51"
sm_j20,PSP70.SCH,solver_topological,feasible,119,0.9,,8,,,true,"6, 9, 19, 30, 42, 0, 24, 53, 46, 35, 94, 59, 64, 85, 74, 74, 110, 79, 103, 106"
sm_j20,PSP72.SCH,solver_topological,feasible,54,0.9,,8,,,true,"2, 9, 9, 8, 18, 0, 6, 19, 36, 26, 16, 18, 35, 0, 46, 26, 43, 23, 39, 21"
